Name,Description,SnapshotId,Region,Encrypted,OwnerId,StartTime,VolumeId,VolumeSize,StorageTier,RestoreExpiryTime,Tags
WebApp1-Linux,Created by CreateImage(i-0fd6009df118998a2) for ami-022d1a1d123e12069,snap-093e78168110053fb,us-east-1,False,993814764642,2023-04-08 06:37:09.585000+00:00,vol-0ac0560f2f406f979,60,standard,,"""aws:backup:source-resource"": ""i-0fd6009df118998a2:7234C2A9-A0C0-ECAA-C474-F8F49756E543"", ""Name"": ""WebApp1-Linux"""
,Created by CreateImage(i-02dcbab7d0ec12e42) for ami-024208253d43656f6,snap-0e7c7077230fb5c5c,us-east-1,False,993814764642,2023-04-05 08:32:25.370000+00:00,vol-0867e57543e9a08c8,50,standard,,"""aws:backup:source-resource"": ""i-02dcbab7d0ec12e42:E76E5859-A21E-E31B-A339-54106058BD95"""
HSTDC3,Created by CreateImage(i-08e664fbed4f062bc) for ami-0ec754a32b838cd2a,snap-0e768d4b0c29ef234,us-east-1,False,993814764642,2023-04-05 08:08:22.252000+00:00,vol-0d9418261473305b2,80,standard,,"""aws:backup:source-resource"": ""i-08e664fbed4f062bc:07914D01-115A-4B5B-609F-E3CB6E0EEECA"", ""Name"": ""HSTDC3"""
,Created by CreateImage(i-02dcbab7d0ec12e42) for ami-06929fc83baf89e9d,snap-0954944fb090dff0a,us-east-1,False,993814764642,2023-03-25 08:29:30.052000+00:00,vol-0867e57543e9a08c8,50,standard,,"""aws:backup:source-resource"": ""i-02dcbab7d0ec12e42:265AFC17-8CE4-DE49-AD88-C2C5A1804159"""
HSTDC3,Created by CreateImage(i-08e664fbed4f062bc) for ami-084b162063258d1e0,snap-04853c08707ea565a,us-east-1,False,993814764642,2023-03-25 08:07:26.184000+00:00,vol-0d9418261473305b2,80,standard,,"""Name"": ""HSTDC3"", ""aws:backup:source-resource"": ""i-08e664fbed4f062bc:5320BC1B-F674-01BB-369F-ECEEBFEF9E9E"""
WebApp1-Linux,Created by CreateImage(i-0fd6009df118998a2) for ami-011ee81e557158daf,snap-0f8ba0252702ba748,us-east-1,False,993814764642,2023-03-25 06:36:22.222000+00:00,vol-0ac0560f2f406f979,60,standard,,"""Name"": ""WebApp1-Linux"", ""aws:backup:source-resource"": ""i-0fd6009df118998a2:FC25F730-95D9-BFC7-7758-F80EF8FE6263"""
,Created by CreateImage(i-02dcbab7d0ec12e42) for ami-04bc171964439457e,snap-0d8e8c915048630c7,us-east-1,False,993814764642,2023-03-22 08:29:55.388000+00:00,vol-0867e57543e9a08c8,50,standard,,"""aws:backup:source-resource"": ""i-02dcbab7d0ec12e42:84BD3C25-A553-95BC-BBC9-642D2653FB43"""
WebApp1-Linux,Created by CreateImage(i-0fd6009df118998a2) for ami-007051d10d2be9795,snap-049c6e72ad0e604d9,us-east-1,False,993814764642,2023-03-22 06:33:53.412000+00:00,vol-0ac0560f2f406f979,60,standard,,"""Name"": ""WebApp1-Linux"", ""aws:backup:source-resource"": ""i-0fd6009df118998a2:DD6DD6C7-3F0D-DA01-2596-EA23555EC34F"""
WebApp1-Linux,Created by CreateImage(i-0fd6009df118998a2) for ami-0189a4bc4702aeb40,snap-0aa8c06b7a2122e20,us-east-1,False,993814764642,2023-03-18 06:36:47.742000+00:00,vol-0ac0560f2f406f979,60,standard,,"""aws:backup:source-resource"": ""i-0fd6009df118998a2:A20C4B49-5DE2-CB35-631C-034F7881491B"", ""Name"": ""WebApp1-Linux"""
WebApp1-Linux,Created by CreateImage(i-0fd6009df118998a2) for ami-0b76f91e3807be4ba,snap-0bafe197eee07819c,us-east-1,False,993814764642,2023-03-15 06:34:14.598000+00:00,vol-0ac0560f2f406f979,60,standard,,"""aws:backup:source-resource"": ""i-0fd6009df118998a2:0A525956-02E5-312A-EE2E-A5F1FC36AD96"", ""Name"": ""WebApp1-Linux"""
,Created by CreateImage(i-02dcbab7d0ec12e42) for ami-01b9883274cbb04db,snap-02ad51a642fd2972c,us-east-1,False,993814764642,2023-03-08 08:30:31.617000+00:00,vol-0867e57543e9a08c8,50,standard,,"""aws:backup:source-resource"": ""i-02dcbab7d0ec12e42:E19B5E2B-9EEC-70B7-C4BC-3C984A8066A8"""
,Created by CreateImage(i-02dcbab7d0ec12e42) for ami-0f5bc48f6ba8c5844,snap-08dea45f98d09c239,us-east-1,False,993814764642,2023-03-04 08:31:11.639000+00:00,vol-0867e57543e9a08c8,50,standard,,"""aws:backup:source-resource"": ""i-02dcbab7d0ec12e42:66913612-1A08-4E7B-7318-58C6A331053E"""
HSTDC3,Created by CreateImage(i-08e664fbed4f062bc) for ami-0ef815ef49e23ed19,snap-04ac0454cf949d13e,us-east-1,False,993814764642,2023-03-04 08:12:48.321000+00:00,vol-0d9418261473305b2,80,standard,,"""Name"": ""HSTDC3"", ""aws:backup:source-resource"": ""i-08e664fbed4f062bc:6526D4F6-0946-F2E0-C236-520FC4EE3866"""
WebApp1-Linux,Created by CreateImage(i-0fd6009df118998a2) for ami-03bd1136fcc28be6e,snap-0f430abe24006692f,us-east-1,False,993814764642,2023-03-04 06:34:30.616000+00:00,vol-0ac0560f2f406f979,60,standard,,"""aws:backup:source-resource"": ""i-0fd6009df118998a2:BE69F764-0881-4E14-0BBC-8500ACA21CD0"", ""Name"": ""WebApp1-Linux"""
WebApp1-Linux,Created by CreateImage(i-0fd6009df118998a2) for ami-01c381bdc0224e8d4,snap-0d85be55748a5b6cb,us-east-1,False,993814764642,2023-03-01 06:30:57.288000+00:00,vol-0ac0560f2f406f979,60,standard,,"""Name"": ""WebApp1-Linux"", ""aws:backup:source-resource"": ""i-0fd6009df118998a2:1305AB99-F705-E39B-B36A-D47D84D47D55"""
,Created by CreateImage(i-02dcbab7d0ec12e42) for ami-0b67f89d066155f39,snap-05a2410b6dc87df41,us-east-1,False,993814764642,2023-02-25 08:31:03.794000+00:00,vol-0867e57543e9a08c8,50,standard,,"""aws:backup:source-resource"": ""i-02dcbab7d0ec12e42:12EFC471-5864-C39A-7EFF-D849C6497EA4"""
HSTDC3,Created by CreateImage(i-08e664fbed4f062bc) for ami-0d0a897f0ef8247a0,snap-04cc0de151960e650,us-east-1,False,993814764642,2023-02-22 08:10:49.110000+00:00,vol-0d9418261473305b2,80,standard,,"""Name"": ""HSTDC3"", ""aws:backup:source-resource"": ""i-08e664fbed4f062bc:9A107008-5405-C900-6E25-01987A0B5182"""
WebApp1-Linux,Created by CreateImage(i-0fd6009df118998a2) for ami-087b2a93788721fc2,snap-03f6deae03bd27798,us-east-1,False,993814764642,2023-02-22 06:32:14.307000+00:00,vol-0ac0560f2f406f979,60,standard,,"""Name"": ""WebApp1-Linux"", ""aws:backup:source-resource"": ""i-0fd6009df118998a2:3C02126E-E9B0-034F-E7F9-24786E608BEE"""
WebApp1-Linux,Created by CreateImage(i-0fd6009df118998a2) for ami-09d5b403e00cd38db,snap-03b8cd21319c655bb,us-east-1,False,993814764642,2023-02-18 06:30:41.687000+00:00,vol-0ac0560f2f406f979,60,standard,,"""aws:backup:source-resource"": ""i-0fd6009df118998a2:822F4C36-5042-BF07-3D15-8EDEC221D33D"", ""Name"": ""WebApp1-Linux"""
,Created by CreateImage(i-02dcbab7d0ec12e42) for ami-07c581ac3ef6903cb,snap-00d779f9bb336342f,us-east-1,False,993814764642,2023-02-11 08:30:27.654000+00:00,vol-0867e57543e9a08c8,50,standard,,"""aws:backup:source-resource"": ""i-02dcbab7d0ec12e42:9B930448-4A31-8FDE-619D-B26C493FA4EE"""
,Created by CreateImage(i-02dcbab7d0ec12e42) for ami-084047f09e3955f57,snap-0ba94d4dd42b91ffd,us-east-1,False,993814764642,2023-02-08 08:31:16.780000+00:00,vol-0867e57543e9a08c8,50,standard,,"""aws:backup:source-resource"": ""i-02dcbab7d0ec12e42:5CEB3264-7E67-0C19-9483-75446B991202"""
HSTDC3,Created by CreateImage(i-08e664fbed4f062bc) for ami-0f0b298f4f752ce5f,snap-0d883598a90bc3b2d,us-east-1,False,993814764642,2023-02-08 08:06:39.360000+00:00,vol-0d9418261473305b2,80,standard,,"""aws:backup:source-resource"": ""i-08e664fbed4f062bc:7DDDCFDE-C08A-1044-4BD9-0BD14BD087BD"", ""Name"": ""HSTDC3"""
WebApp1-Linux,Created by CreateImage(i-0fd6009df118998a2) for ami-0bc98a2dd3b09ae78,snap-050931d488c6a799b,us-east-1,False,993814764642,2023-02-04 06:32:14.851000+00:00,vol-0ac0560f2f406f979,60,standard,,"""aws:backup:source-resource"": ""i-0fd6009df118998a2:527EEB6B-1883-C953-A63F-2216C39DE80D"", ""Name"": ""WebApp1-Linux"""
,Created by CreateImage(i-02dcbab7d0ec12e42) for ami-0c0c00c865ee7abca,snap-03a359ec813740bff,us-east-1,False,993814764642,2023-02-01 08:34:42.751000+00:00,vol-0867e57543e9a08c8,50,standard,,"""aws:backup:source-resource"": ""i-02dcbab7d0ec12e42:D0B1D35C-54D8-28B7-C9D6-859F4F5E8785"""
WebApp1-Linux,Created by CreateImage(i-0fd6009df118998a2) for ami-0a76e7b156f377e2d,snap-0888c3da4bb2b03fd,us-east-1,False,993814764642,2023-01-28 06:30:34.460000+00:00,vol-0ac0560f2f406f979,60,standard,,"""aws:backup:source-resource"": ""i-0fd6009df118998a2:1EAD84AC-7740-5286-27CF-9ACABDF90D03"", ""Name"": ""WebApp1-Linux"""
WebApp1-Linux,Created by CreateImage(i-0fd6009df118998a2) for ami-0067e1538ca9b8194,snap-0b1465acf546381e6,us-east-1,False,993814764642,2023-01-25 06:35:25.686000+00:00,vol-0ac0560f2f406f979,60,standard,,"""Name"": ""WebApp1-Linux"", ""aws:backup:source-resource"": ""i-0fd6009df118998a2:A1CE7A31-6DA4-515B-B64D-0A83FDAB4035"""
,Created by CreateImage(i-02dcbab7d0ec12e42) for ami-0e439a993562b6c64,snap-095e5846cf44b71d1,us-east-1,False,993814764642,2023-01-21 08:32:49.469000+00:00,vol-0867e57543e9a08c8,50,standard,,"""aws:backup:source-resource"": ""i-02dcbab7d0ec12e42:5E530FA8-7B04-6CBC-6A31-88790F2B874D"""
WebApp1-Linux,Created by CreateImage(i-0fd6009df118998a2) for ami-0a74e3864273b702a,snap-0a380e8a935b2be83,us-east-1,False,993814764642,2023-01-21 06:35:36.361000+00:00,vol-0ac0560f2f406f979,60,standard,,"""Name"": ""WebApp1-Linux"", ""aws:backup:source-resource"": ""i-0fd6009df118998a2:E525F10E-1027-0353-D473-9A730756D19D"""
WebApp1-Linux 2021-12-06 Snapshot,AutomatiCloud Snapshot,snap-0b7605150cf427420,us-east-1,False,993814764642,2021-12-06 06:00:12.854000+00:00,vol-0ac0560f2f406f979,60,standard,,"""i-0fd6009df118998a2-201803210958139132"": ""DAILY"", ""Name"": ""WebApp1-Linux 2021-12-06 Snapshot"""
,Created by CreateImage(i-02dcbab7d0ec12e42) for ami-0d50944ae2cedc512,snap-00f44de1a5f194503,us-east-1,False,993814764642,2023-07-19 08:46:59.477000+00:00,vol-0867e57543e9a08c8,50,standard,,"""aws:backup:source-resource"": ""i-02dcbab7d0ec12e42:1F7C635D-5666-ECDD-D9E7-A4BB1DC7197B"""
HSTDC3,Created by CreateImage(i-08e664fbed4f062bc) for ami-0c4ff04b8e5857dae,snap-084a3b559938ff8d1,us-east-1,False,993814764642,2023-07-19 08:23:43.953000+00:00,vol-0d9418261473305b2,80,standard,,"""Name"": ""HSTDC3"", ""aws:backup:source-resource"": ""i-08e664fbed4f062bc:2804F4B6-259E-36BA-793D-5E8922D93431"""
WebApp1-Linux,Created by CreateImage(i-0fd6009df118998a2) for ami-078eb498a16e73288,snap-0d41fb65de5945017,us-east-1,False,993814764642,2023-07-19 07:32:26.658000+00:00,vol-0ac0560f2f406f979,60,standard,,"""Name"": ""WebApp1-Linux"", ""aws:backup:source-resource"": ""i-0fd6009df118998a2:CD56EE76-397D-9C19-8956-FEAE790A8851"""
HSTDC3,Created by CreateImage(i-08e664fbed4f062bc) for ami-070791c8b0e8358b2,snap-04af897d5c107f09d,us-east-1,False,993814764642,2023-07-15 08:27:07.972000+00:00,vol-0d9418261473305b2,80,standard,,"""Name"": ""HSTDC3"", ""aws:backup:source-resource"": ""i-08e664fbed4f062bc:738D3336-E8F9-F189-ED83-D977F147DBC9"""
,Created by CreateImage(i-02dcbab7d0ec12e42) for ami-081b53edd18145b2e,snap-065354df6bf38c10c,us-east-1,False,993814764642,2023-07-12 08:47:33.280000+00:00,vol-0867e57543e9a08c8,50,standard,,"""aws:backup:source-resource"": ""i-02dcbab7d0ec12e42:1C358C22-6128-AB0E-8D35-4998F3F6732D"""
HSTDC3,Created by CreateImage(i-08e664fbed4f062bc) for ami-04b63b3a5b243cbd4,snap-0b439ca95bfe6e544,us-east-1,False,993814764642,2023-07-12 08:27:10.953000+00:00,vol-0d9418261473305b2,80,standard,,"""aws:backup:source-resource"": ""i-08e664fbed4f062bc:E961CEEF-CECF-FF81-E24C-DB1D1A4D7D02"", ""Name"": ""HSTDC3"""
WebApp1-Linux,Created by CreateImage(i-0fd6009df118998a2) for ami-06b53072523587dc8,snap-08fa77b24196fdfec,us-east-1,False,993814764642,2023-07-12 07:33:19.549000+00:00,vol-0ac0560f2f406f979,60,standard,,"""Name"": ""WebApp1-Linux"", ""aws:backup:source-resource"": ""i-0fd6009df118998a2:20D7A927-4F26-4644-130D-9F097D1D8CDF"""
,Created by CreateImage(i-02dcbab7d0ec12e42) for ami-005f902d87440ede7,snap-0abcd33d0a275aa82,us-east-1,False,993814764642,2023-07-08 08:47:59.343000+00:00,vol-0867e57543e9a08c8,50,standard,,"""aws:backup:source-resource"": ""i-02dcbab7d0ec12e42:7596097A-3F47-D037-D3F8-1E1DB15BDFC0"""
HSTDC3,Created by CreateImage(i-08e664fbed4f062bc) for ami-03cc731d2aae5e77d,snap-0aa9c205fea9fdc76,us-east-1,False,993814764642,2023-07-08 08:27:31.958000+00:00,vol-0d9418261473305b2,80,standard,,"""Name"": ""HSTDC3"", ""aws:backup:source-resource"": ""i-08e664fbed4f062bc:AFB0A3C5-6B9D-69DB-7D20-E8408D3B3E77"""
HSTDC3,Created by CreateImage(i-08e664fbed4f062bc) for ami-0211512a6ffc105bc,snap-0c10e9cd59a665e07,us-east-1,False,993814764642,2023-07-05 08:25:25.853000+00:00,vol-0d9418261473305b2,80,standard,,"""Name"": ""HSTDC3"", ""aws:backup:source-resource"": ""i-08e664fbed4f062bc:21998544-FD01-32A7-9E6B-BF65AF051E74"""
HSTDC3,Created by CreateImage(i-08e664fbed4f062bc) for ami-05566a21b0a4faf63,snap-0104b285ba70b51f2,us-east-1,False,993814764642,2023-07-01 08:23:53.615000+00:00,vol-0d9418261473305b2,80,standard,,"""aws:backup:source-resource"": ""i-08e664fbed4f062bc:B725552B-0354-AAEC-16A9-27324E95681F"", ""Name"": ""HSTDC3"""
WebApp1-Linux,Created by CreateImage(i-0fd6009df118998a2) for ami-054c890c2c2465e52,snap-0f04e44a988db043f,us-east-1,False,993814764642,2023-07-01 07:31:11.177000+00:00,vol-0ac0560f2f406f979,60,standard,,"""aws:backup:source-resource"": ""i-0fd6009df118998a2:3BE45909-777A-AC2F-F796-03E43D4BA08A"", ""Name"": ""WebApp1-Linux"""
,Created by CreateImage(i-02dcbab7d0ec12e42) for ami-0f48f1f7724372c73,snap-0ea17d86afb7322ab,us-east-1,False,993814764642,2023-06-28 08:45:09.155000+00:00,vol-0867e57543e9a08c8,50,standard,,"""aws:backup:source-resource"": ""i-02dcbab7d0ec12e42:C76C5A71-9913-C658-E9F8-B1616D85CCBD"""
HSTDC3,Created by CreateImage(i-08e664fbed4f062bc) for ami-01fbae415c911feac,snap-087835688e049f8e9,us-east-1,False,993814764642,2023-06-28 08:22:09.784000+00:00,vol-0d9418261473305b2,80,standard,,"""Name"": ""HSTDC3"", ""aws:backup:source-resource"": ""i-08e664fbed4f062bc:E58D1C65-68D7-34AA-69BE-3E632B530F1C"""
,Created by CreateImage(i-02dcbab7d0ec12e42) for ami-082ee63c01631ec4d,snap-0d516534cbb7ef194,us-east-1,False,993814764642,2023-06-24 08:42:13.954000+00:00,vol-0867e57543e9a08c8,50,standard,,"""aws:backup:source-resource"": ""i-02dcbab7d0ec12e42:66A51D00-CAFA-F0F3-EEBA-427A884D0006"""
HSTDC3,Created by CreateImage(i-08e664fbed4f062bc) for ami-098fa677e8321056b,snap-06b9182857a1cd919,us-east-1,False,993814764642,2023-06-24 08:26:15.723000+00:00,vol-0d9418261473305b2,80,standard,,"""aws:backup:source-resource"": ""i-08e664fbed4f062bc:6E7D5D0B-5FB5-F5CE-5C1C-A33B622DA7BF"", ""Name"": ""HSTDC3"""
WebApp1-Linux,Created by CreateImage(i-0fd6009df118998a2) for ami-02fdd8a3c1d36be89,snap-0ca5c1c3f27be8b52,us-east-1,False,993814764642,2023-06-24 07:34:51.266000+00:00,vol-0ac0560f2f406f979,60,standard,,"""aws:backup:source-resource"": ""i-0fd6009df118998a2:B7FD2B34-FB5A-65BC-332C-0B94DED52104"", ""Name"": ""WebApp1-Linux"""
WebApp1-Linux,Created by CreateImage(i-0fd6009df118998a2) for ami-07997b7fe9b05ce47,snap-019707fa519cdd026,us-east-1,False,993814764642,2023-06-21 07:37:37.236000+00:00,vol-0ac0560f2f406f979,60,standard,,"""Name"": ""WebApp1-Linux"", ""aws:backup:source-resource"": ""i-0fd6009df118998a2:4A62A89E-625B-FF58-B20F-99E9C8D55B32"""
,Created by CreateImage(i-02dcbab7d0ec12e42) for ami-0a5bdf2d5a8b8c145,snap-08b8123377c5d5648,us-east-1,False,993814764642,2023-06-17 08:44:58.331000+00:00,vol-0867e57543e9a08c8,50,standard,,"""aws:backup:source-resource"": ""i-02dcbab7d0ec12e42:BD3028E6-2FA9-58CD-3B2A-94850ADE3219"""
HSTDC3,Created by CreateImage(i-08e664fbed4f062bc) for ami-097528c46af95aa67,snap-04e5b3378d7cd9b68,us-east-1,False,993814764642,2023-06-17 08:21:40.928000+00:00,vol-0d9418261473305b2,80,standard,,"""Name"": ""HSTDC3"", ""aws:backup:source-resource"": ""i-08e664fbed4f062bc:07B36F1F-84AD-A947-0DC4-7066D9DAF3F4"""
WebApp1-Linux,Created by CreateImage(i-0fd6009df118998a2) for ami-0c599a57ce059768a,snap-0ba579cac01b93d37,us-east-1,False,993814764642,2023-06-17 07:31:11.406000+00:00,vol-0ac0560f2f406f979,60,standard,,"""aws:backup:source-resource"": ""i-0fd6009df118998a2:81D3E5A9-C9C4-3B75-F7A8-5A77C9B7D964"", ""Name"": ""WebApp1-Linux"""
HSTDC3,Created by CreateImage(i-08e664fbed4f062bc) for ami-08f643d804d673bb7,snap-01fcef721c4af07b9,us-east-1,False,993814764642,2023-06-14 08:24:22.784000+00:00,vol-0d9418261473305b2,80,standard,,"""aws:backup:source-resource"": ""i-08e664fbed4f062bc:6A1D87C1-0E9F-8BAB-E9AB-8B4A65AFF235"", ""Name"": ""HSTDC3"""
WebApp1-Linux,Created by CreateImage(i-0fd6009df118998a2) for ami-09d9cba5aa432de37,snap-02f5b5ad90e82804f,us-east-1,False,993814764642,2023-06-14 07:37:40.152000+00:00,vol-0ac0560f2f406f979,60,standard,,"""Name"": ""WebApp1-Linux"", ""aws:backup:source-resource"": ""i-0fd6009df118998a2:60FBA89B-3B84-7A6D-C1DE-276F2E5013C8"""
,Created by CreateImage(i-02dcbab7d0ec12e42) for ami-08576705b7eb08208,snap-0505d1ab8285e2d07,us-east-1,False,993814764642,2023-06-10 08:43:42.836000+00:00,vol-0867e57543e9a08c8,50,standard,,"""aws:backup:source-resource"": ""i-02dcbab7d0ec12e42:F4D57177-7C5E-9BE1-32D9-257A9DAE39DE"""
HSTDC3,Created by CreateImage(i-08e664fbed4f062bc) for ami-0e8274e4e91d92b20,snap-06f2cf580a1f17b31,us-east-1,False,993814764642,2023-06-10 08:25:50.582000+00:00,vol-0d9418261473305b2,80,standard,,"""aws:backup:source-resource"": ""i-08e664fbed4f062bc:CACFAD0C-EFCF-55F3-0B63-A3771A415B71"", ""Name"": ""HSTDC3"""
,Created by CreateImage(i-02dcbab7d0ec12e42) for ami-007cec741e185edce,snap-05da055c5c22048c4,us-east-1,False,993814764642,2023-06-03 08:49:42.278000+00:00,vol-0867e57543e9a08c8,50,standard,,"""aws:backup:source-resource"": ""i-02dcbab7d0ec12e42:E540BC5A-5A11-FCE2-50DB-B82EEB54B8D8"""
HSTDC3,Created by CreateImage(i-08e664fbed4f062bc) for ami-080bb82d522fa7a18,snap-0d8f719e6f3db330b,us-east-1,False,993814764642,2023-06-03 08:26:14.683000+00:00,vol-0d9418261473305b2,80,standard,,"""Name"": ""HSTDC3"", ""aws:backup:source-resource"": ""i-08e664fbed4f062bc:3E3BB0BA-6E4B-A31D-A57D-1F9E106267C6"""
,Created by CreateImage(i-02dcbab7d0ec12e42) for ami-0eb797c630ae594cf,snap-0a4a459afab704373,us-east-1,False,993814764642,2023-05-31 08:50:05.241000+00:00,vol-0867e57543e9a08c8,50,standard,,"""aws:backup:source-resource"": ""i-02dcbab7d0ec12e42:2EC2B2DC-D78B-9139-1739-00480A2FCE12"""
,Created by CreateImage(i-02dcbab7d0ec12e42) for ami-0f5aa9d46032c2d6b,snap-07c283a9a019b5abe,us-east-1,False,993814764642,2023-05-27 08:46:38.189000+00:00,vol-0867e57543e9a08c8,50,standard,,"""aws:backup:source-resource"": ""i-02dcbab7d0ec12e42:D452E90B-FC28-88BF-C042-490B7748181C"""
,Created by CreateImage(i-08e664fbed4f062bc) for ami-031cba0422a3cc81e,snap-04d961ad0d8c361f9,us-east-1,False,993814764642,2023-05-24 11:34:44.289000+00:00,vol-0d9418261473305b2,80,standard,,
,Created by CreateImage(i-02dcbab7d0ec12e42) for ami-06818d9262c372d7f,snap-04917b55309462301,us-east-1,False,993814764642,2023-05-24 08:46:40.011000+00:00,vol-0867e57543e9a08c8,50,standard,,"""aws:backup:source-resource"": ""i-02dcbab7d0ec12e42:83D8819A-1CBD-0C5B-E608-F434F6529644"""
,Created by CreateImage(i-02dcbab7d0ec12e42) for ami-0035bee9bb21663bd,snap-0b536025f4f04d85c,us-east-1,False,993814764642,2023-05-20 08:47:12.314000+00:00,vol-0867e57543e9a08c8,50,standard,,"""aws:backup:source-resource"": ""i-02dcbab7d0ec12e42:7FF836C7-A612-0EEA-FA69-14CED7BDE26F"""
HSTDC3,Created by CreateImage(i-08e664fbed4f062bc) for ami-09cc3877565d56545,snap-0ab4db706a29d9992,us-east-1,False,993814764642,2023-05-20 08:26:11.796000+00:00,vol-0d9418261473305b2,80,standard,,"""aws:backup:source-resource"": ""i-08e664fbed4f062bc:85FCC3F4-7DD3-697C-28F2-79DAADF99604"", ""Name"": ""HSTDC3"""
WebApp1-Linux,Created by CreateImage(i-0fd6009df118998a2) for ami-01756e58cff038b06,snap-0b17cb1f0f9ee52fd,us-east-1,False,993814764642,2023-05-20 07:35:23.400000+00:00,vol-0ac0560f2f406f979,60,standard,,"""Name"": ""WebApp1-Linux"", ""aws:backup:source-resource"": ""i-0fd6009df118998a2:70AAB158-E24A-0D51-7BEA-7EB47B547510"""
HSTDC3,Created by CreateImage(i-08e664fbed4f062bc) for ami-03f43b00eff91238c,snap-055d752d8168ee082,us-east-1,False,993814764642,2023-05-17 08:31:08.800000+00:00,vol-0d9418261473305b2,80,standard,,"""aws:backup:source-resource"": ""i-08e664fbed4f062bc:9B4ED254-51AE-4BFB-07AF-B3328830533A"", ""Name"": ""HSTDC3"""
WebApp1-Linux,Created by CreateImage(i-0fd6009df118998a2) for ami-0c28c686f64520ae7,snap-0aca4f13f3a956b88,us-east-1,False,993814764642,2023-05-17 07:31:04.366000+00:00,vol-0ac0560f2f406f979,60,standard,,"""aws:backup:source-resource"": ""i-0fd6009df118998a2:5E9CABCF-A04C-D468-75C1-A18E7B407350"", ""Name"": ""WebApp1-Linux"""
HSTDC3,Created by CreateImage(i-08e664fbed4f062bc) for ami-05e91db8ea58e765c,snap-085e3e52cba824c18,us-east-1,False,993814764642,2023-05-13 08:22:51.953000+00:00,vol-0d9418261473305b2,80,standard,,"""aws:backup:source-resource"": ""i-08e664fbed4f062bc:AC6B2E4D-1656-4845-6C74-43D7BADBCD98"", ""Name"": ""HSTDC3"""
WebApp1-Linux,Created by CreateImage(i-0fd6009df118998a2) for ami-04a0b464be0f59c82,snap-08e6a8708693388f2,us-east-1,False,993814764642,2023-05-13 07:37:43.524000+00:00,vol-0ac0560f2f406f979,60,standard,,"""aws:backup:source-resource"": ""i-0fd6009df118998a2:5D14B718-ADA0-0B9A-68A7-DB57E0CDFEA8"", ""Name"": ""WebApp1-Linux"""
,Created by CreateImage(i-02dcbab7d0ec12e42) for ami-05d7980e3af10a1e0,snap-075ac3c89021528ae,us-east-1,False,993814764642,2023-05-10 08:47:59.319000+00:00,vol-0867e57543e9a08c8,50,standard,,"""aws:backup:source-resource"": ""i-02dcbab7d0ec12e42:63FD92D4-1330-9BD6-24C3-37E896EC0B35"""
HSTDC3,Created by CreateImage(i-08e664fbed4f062bc) for ami-055017f04ca893816,snap-040b2061acf57faac,us-east-1,False,993814764642,2023-05-10 08:25:50.807000+00:00,vol-0d9418261473305b2,80,standard,,"""Name"": ""HSTDC3"", ""aws:backup:source-resource"": ""i-08e664fbed4f062bc:B9D48E97-627D-3CBF-7E51-E7A6121959F9"""
WebApp1-Linux,Created by CreateImage(i-0fd6009df118998a2) for ami-0867281e16d40f508,snap-08931484d10290219,us-east-1,False,993814764642,2023-05-10 07:31:59.320000+00:00,vol-0ac0560f2f406f979,60,standard,,"""aws:backup:source-resource"": ""i-0fd6009df118998a2:E4C86E68-2D85-BAB3-DBD9-8E1A5F904AEF"", ""Name"": ""WebApp1-Linux"""
,Created by CreateImage(i-02dcbab7d0ec12e42) for ami-0bf82b2594228f28d,snap-076fe92d25f673364,us-east-1,False,993814764642,2023-05-06 08:42:24.465000+00:00,vol-0867e57543e9a08c8,50,standard,,"""aws:backup:source-resource"": ""i-02dcbab7d0ec12e42:34B7D5A8-B836-EF9B-D557-47F7C6FBB07B"""
,Created by CreateImage(i-02dcbab7d0ec12e42) for ami-0ca94cc35ea1e6769,snap-08c71639d81fc7ead,us-east-1,False,993814764642,2023-05-03 08:47:32.081000+00:00,vol-0867e57543e9a08c8,50,standard,,"""aws:backup:source-resource"": ""i-02dcbab7d0ec12e42:63C372FF-7C12-D6D7-C92D-64F12D44B0AF"""
WebApp1-Linux,Created by CreateImage(i-0fd6009df118998a2) for ami-0d9622fe55f9c0c5a,snap-0ed24827dae1ab901,us-east-1,False,993814764642,2023-04-29 07:35:49.254000+00:00,vol-0ac0560f2f406f979,60,standard,,"""Name"": ""WebApp1-Linux"", ""aws:backup:source-resource"": ""i-0fd6009df118998a2:F921C6A7-BD4E-C7C5-5F7E-EF130E941CC6"""
,Created by CreateImage(i-02dcbab7d0ec12e42) for ami-08727fdcc4a1cf94c,snap-0125135cd7844c3a2,us-east-1,False,993814764642,2023-04-26 08:34:11.341000+00:00,vol-0867e57543e9a08c8,50,standard,,"""aws:backup:source-resource"": ""i-02dcbab7d0ec12e42:F5C76825-26B6-5C14-453D-1F6E54FD7855"""
,Created by CreateImage(i-02dcbab7d0ec12e42) for ami-05f07e7be1fc657b2,snap-013d02ea564c1af57,us-east-1,False,993814764642,2023-04-19 08:32:24.138000+00:00,vol-0867e57543e9a08c8,50,standard,,"""aws:backup:source-resource"": ""i-02dcbab7d0ec12e42:C8364077-489E-C02B-2D4A-A4C9F572DEDA"""
